path,class,label,split
data/raw/dataset-resized/glass/glass36.jpg,glass,1,train
data/raw/dataset-resized/trash/trash57.jpg,trash,0,train
data/raw/dataset-resized/trash/trash97.jpg,trash,0,train
data/raw/dataset-resized/glass/glass391.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard120.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass85.jpg,glass,1,train
data/raw/dataset-resized/trash/trash112.jpg,trash,0,train
data/raw/dataset-resized/plastic/plastic382.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal34.jpg,metal,1,train
data/raw/dataset-resized/metal/metal329.jpg,metal,1,train
data/raw/dataset-resized/glass/glass26.jpg,glass,1,train
data/raw/dataset-resized/paper/paper76.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard321.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass376.jpg,glass,1,train
data/raw/dataset-resized/paper/paper84.jpg,paper,1,train
data/raw/dataset-resized/glass/glass77.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic385.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass318.jpg,glass,1,train
data/raw/dataset-resized/paper/paper118.jpg,paper,1,train
data/raw/dataset-resized/paper/paper484.jpg,paper,1,train
data/raw/dataset-resized/metal/metal57.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard166.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass66.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard234.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper441.jpg,paper,1,train
data/raw/dataset-resized/glass/glass417.jpg,glass,1,train
data/raw/dataset-resized/glass/glass323.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic178.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper439.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard291.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass302.jpg,glass,1,train
data/raw/dataset-resized/glass/glass388.jpg,glass,1,train
data/raw/dataset-resized/paper/paper540.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic139.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic254.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic344.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard126.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper361.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic251.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic163.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal31.jpg,metal,1,train
data/raw/dataset-resized/metal/metal33.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard398.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper64.jpg,paper,1,train
data/raw/dataset-resized/metal/metal140.jpg,metal,1,train
data/raw/dataset-resized/metal/metal366.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard119.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass47.jpg,glass,1,train
data/raw/dataset-resized/glass/glass331.jpg,glass,1,train
data/raw/dataset-resized/glass/glass317.jpg,glass,1,train
data/raw/dataset-resized/paper/paper458.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic136.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass133.jpg,glass,1,train
data/raw/dataset-resized/paper/paper491.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic324.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal220.jpg,metal,1,train
data/raw/dataset-resized/paper/paper487.jpg,paper,1,train
data/raw/dataset-resized/paper/paper565.jpg,paper,1,train
data/raw/dataset-resized/metal/metal64.jpg,metal,1,train
data/raw/dataset-resized/glass/glass430.jpg,glass,1,train
data/raw/dataset-resized/metal/metal37.jpg,metal,1,train
data/raw/dataset-resized/trash/trash17.jpg,trash,0,train
data/raw/dataset-resized/glass/glass356.jpg,glass,1,train
data/raw/dataset-resized/glass/glass461.jpg,glass,1,train
data/raw/dataset-resized/glass/glass251.jpg,glass,1,train
data/raw/dataset-resized/paper/paper426.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard14.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard208.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal90.jpg,metal,1,train
data/raw/dataset-resized/metal/metal333.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic441.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic144.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass354.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard293.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass447.jpg,glass,1,train
data/raw/dataset-resized/paper/paper116.jpg,paper,1,train
data/raw/dataset-resized/glass/glass369.jpg,glass,1,train
data/raw/dataset-resized/metal/metal228.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic277.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic446.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard2.jpg,cardboard,1,train
data/raw/dataset-resized/trash/trash63.jpg,trash,0,train
data/raw/dataset-resized/cardboard/cardboard122.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass156.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard165.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass86.jpg,glass,1,train
data/raw/dataset-resized/glass/glass340.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard150.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper182.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic200.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper265.jpg,paper,1,train
data/raw/dataset-resized/glass/glass245.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic115.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper121.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic38.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal137.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic40.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass239.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic221.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal148.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic19.jpg,plastic,1,train
data/raw/dataset-resized/trash/trash7.jpg,trash,0,train
data/raw/dataset-resized/metal/metal322.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic464.jpg,plastic,1,train
data/raw/dataset-resized/trash/trash62.jpg,trash,0,train
data/raw/dataset-resized/glass/glass296.jpg,glass,1,train
data/raw/dataset-resized/trash/trash50.jpg,trash,0,train
data/raw/dataset-resized/paper/paper131.jpg,paper,1,train
data/raw/dataset-resized/metal/metal402.jpg,metal,1,train
data/raw/dataset-resized/paper/paper377.jpg,paper,1,train
data/raw/dataset-resized/paper/paper127.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic424.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass95.jpg,glass,1,train
data/raw/dataset-resized/glass/glass9.jpg,glass,1,train
data/raw/dataset-resized/paper/paper6.jpg,paper,1,train
data/raw/dataset-resized/glass/glass314.jpg,glass,1,train
data/raw/dataset-resized/glass/glass109.jpg,glass,1,train
data/raw/dataset-resized/trash/trash84.jpg,trash,0,train
data/raw/dataset-resized/paper/paper151.jpg,paper,1,train
data/raw/dataset-resized/glass/glass184.jpg,glass,1,train
data/raw/dataset-resized/glass/glass73.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic244.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal297.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard349.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic266.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper4.jpg,paper,1,train
data/raw/dataset-resized/metal/metal36.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard24.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper303.jpg,paper,1,train
data/raw/dataset-resized/paper/paper510.jpg,paper,1,train
data/raw/dataset-resized/paper/paper172.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard184.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass325.jpg,glass,1,train
data/raw/dataset-resized/glass/glass162.jpg,glass,1,train
data/raw/dataset-resized/metal/metal49.jpg,metal,1,train
data/raw/dataset-resized/glass/glass339.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic310.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard279.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper371.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard172.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper578.jpg,paper,1,train
data/raw/dataset-resized/metal/metal294.jpg,metal,1,train
data/raw/dataset-resized/paper/paper397.jpg,paper,1,train
data/raw/dataset-resized/paper/paper101.jpg,paper,1,train
data/raw/dataset-resized/paper/paper563.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard174.jpg,cardboard,1,train
data/raw/dataset-resized/trash/trash89.jpg,trash,0,train
data/raw/dataset-resized/trash/trash60.jpg,trash,0,train
data/raw/dataset-resized/metal/metal262.jpg,metal,1,train
data/raw/dataset-resized/paper/paper470.jpg,paper,1,train
data/raw/dataset-resized/glass/glass265.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic153.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic258.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic369.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper425.jpg,paper,1,train
data/raw/dataset-resized/paper/paper53.jpg,paper,1,train
data/raw/dataset-resized/glass/glass172.jpg,glass,1,train
data/raw/dataset-resized/paper/paper526.jpg,paper,1,train
data/raw/dataset-resized/trash/trash121.jpg,trash,0,train
data/raw/dataset-resized/paper/paper423.jpg,paper,1,train
data/raw/dataset-resized/glass/glass61.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic157.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass211.jpg,glass,1,train
data/raw/dataset-resized/metal/metal208.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic401.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal1.jpg,metal,1,train
data/raw/dataset-resized/trash/trash5.jpg,trash,0,train
data/raw/dataset-resized/cardboard/cardboard205.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper8.jpg,paper,1,train
data/raw/dataset-resized/paper/paper376.jpg,paper,1,train
data/raw/dataset-resized/glass/glass322.jpg,glass,1,train
data/raw/dataset-resized/glass/glass45.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic301.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass140.jpg,glass,1,train
data/raw/dataset-resized/glass/glass64.jpg,glass,1,train
data/raw/dataset-resized/metal/metal95.jpg,metal,1,train
data/raw/dataset-resized/trash/trash47.jpg,trash,0,train
data/raw/dataset-resized/metal/metal134.jpg,metal,1,train
data/raw/dataset-resized/paper/paper206.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard135.jpg,cardboard,1,train
data/raw/dataset-resized/trash/trash120.jpg,trash,0,train
data/raw/dataset-resized/metal/metal175.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic190.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass444.jpg,glass,1,train
data/raw/dataset-resized/paper/paper37.jpg,paper,1,train
data/raw/dataset-resized/trash/trash82.jpg,trash,0,train
data/raw/dataset-resized/plastic/plastic147.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper333.jpg,paper,1,train
data/raw/dataset-resized/paper/paper233.jpg,paper,1,train
data/raw/dataset-resized/glass/glass309.jpg,glass,1,train
data/raw/dataset-resized/glass/glass407.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic207.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic357.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal409.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic325.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper1.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard154.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper362.jpg,paper,1,train
data/raw/dataset-resized/glass/glass132.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic455.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard223.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard118.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal408.jpg,metal,1,train
data/raw/dataset-resized/glass/glass398.jpg,glass,1,train
data/raw/dataset-resized/metal/metal398.jpg,metal,1,train
data/raw/dataset-resized/paper/paper406.jpg,paper,1,train
data/raw/dataset-resized/trash/trash76.jpg,trash,0,train
data/raw/dataset-resized/glass/glass335.jpg,glass,1,train
data/raw/dataset-resized/paper/paper171.jpg,paper,1,train
data/raw/dataset-resized/metal/metal111.jpg,metal,1,train
data/raw/dataset-resized/trash/trash124.jpg,trash,0,train
data/raw/dataset-resized/metal/metal368.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic451.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard268.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass71.jpg,glass,1,train
data/raw/dataset-resized/glass/glass267.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard264.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic111.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard58.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper337.jpg,paper,1,train
data/raw/dataset-resized/metal/metal354.jpg,metal,1,train
data/raw/dataset-resized/metal/metal376.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic350.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper454.jpg,paper,1,train
data/raw/dataset-resized/glass/glass349.jpg,glass,1,train
data/raw/dataset-resized/glass/glass67.jpg,glass,1,train
data/raw/dataset-resized/trash/trash96.jpg,trash,0,train
data/raw/dataset-resized/paper/paper326.jpg,paper,1,train
data/raw/dataset-resized/paper/paper592.jpg,paper,1,train
data/raw/dataset-resized/glass/glass304.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic62.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic336.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard141.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass408.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard345.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper147.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic306.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper49.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic478.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard11.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper474.jpg,paper,1,train
data/raw/dataset-resized/paper/paper424.jpg,paper,1,train
data/raw/dataset-resized/paper/paper524.jpg,paper,1,train
data/raw/dataset-resized/metal/metal341.jpg,metal,1,train
data/raw/dataset-resized/metal/metal386.jpg,metal,1,train
data/raw/dataset-resized/metal/metal121.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic381.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal133.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic114.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper364.jpg,paper,1,train
data/raw/dataset-resized/glass/glass186.jpg,glass,1,train
data/raw/dataset-resized/paper/paper569.jpg,paper,1,train
data/raw/dataset-resized/trash/trash51.jpg,trash,0,train
data/raw/dataset-resized/glass/glass273.jpg,glass,1,train
data/raw/dataset-resized/glass/glass396.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic444.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard151.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal260.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic126.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper497.jpg,paper,1,train
data/raw/dataset-resized/paper/paper245.jpg,paper,1,train
data/raw/dataset-resized/paper/paper393.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard33.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard280.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic177.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic370.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper541.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic76.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper137.jpg,paper,1,train
data/raw/dataset-resized/paper/paper349.jpg,paper,1,train
data/raw/dataset-resized/glass/glass216.jpg,glass,1,train
data/raw/dataset-resized/metal/metal124.jpg,metal,1,train
data/raw/dataset-resized/glass/glass257.jpg,glass,1,train
data/raw/dataset-resized/paper/paper279.jpg,paper,1,train
data/raw/dataset-resized/paper/paper12.jpg,paper,1,train
data/raw/dataset-resized/paper/paper382.jpg,paper,1,train
data/raw/dataset-resized/paper/paper132.jpg,paper,1,train
data/raw/dataset-resized/trash/trash18.jpg,trash,0,train
data/raw/dataset-resized/plastic/plastic156.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal96.jpg,metal,1,train
data/raw/dataset-resized/paper/paper374.jpg,paper,1,train
data/raw/dataset-resized/paper/paper338.jpg,paper,1,train
data/raw/dataset-resized/metal/metal47.jpg,metal,1,train
data/raw/dataset-resized/glass/glass88.jpg,glass,1,train
data/raw/dataset-resized/paper/paper62.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard253.jpg,cardboard,1,train
data/raw/dataset-resized/trash/trash101.jpg,trash,0,train
data/raw/dataset-resized/glass/glass232.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic409.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard354.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal151.jpg,metal,1,train
data/raw/dataset-resized/paper/paper200.jpg,paper,1,train
data/raw/dataset-resized/glass/glass142.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic427.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass413.jpg,glass,1,train
data/raw/dataset-resized/glass/glass8.jpg,glass,1,train
data/raw/dataset-resized/paper/paper157.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard53.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper152.jpg,paper,1,train
data/raw/dataset-resized/trash/trash132.jpg,trash,0,train
data/raw/dataset-resized/plastic/plastic47.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic84.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard350.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard171.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper271.jpg,paper,1,train
data/raw/dataset-resized/trash/trash39.jpg,trash,0,train
data/raw/dataset-resized/glass/glass269.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic387.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal120.jpg,metal,1,train
data/raw/dataset-resized/metal/metal65.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard179.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass131.jpg,glass,1,train
data/raw/dataset-resized/metal/metal379.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard378.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic469.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal206.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic164.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal202.jpg,metal,1,train
data/raw/dataset-resized/paper/paper96.jpg,paper,1,train
data/raw/dataset-resized/glass/glass437.jpg,glass,1,train
data/raw/dataset-resized/paper/paper142.jpg,paper,1,train
data/raw/dataset-resized/glass/glass114.jpg,glass,1,train
data/raw/dataset-resized/paper/paper93.jpg,paper,1,train
data/raw/dataset-resized/glass/glass326.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic26.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard316.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper268.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic108.jpg,plastic,1,train
data/raw/dataset-resized/trash/trash58.jpg,trash,0,train
data/raw/dataset-resized/plastic/plastic294.jpg,plastic,1,train
data/raw/dataset-resized/trash/trash108.jpg,trash,0,train
data/raw/dataset-resized/trash/trash107.jpg,trash,0,train
data/raw/dataset-resized/cardboard/cardboard372.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper199.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic435.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal287.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard147.jpg,cardboard,1,train
data/raw/dataset-resized/glass/glass498.jpg,glass,1,train
data/raw/dataset-resized/plastic/plastic215.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic377.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal136.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic417.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic105.jpg,plastic,1,train
data/raw/dataset-resized/glass/glass182.jpg,glass,1,train
data/raw/dataset-resized/trash/trash40.jpg,trash,0,train
data/raw/dataset-resized/paper/paper296.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic318.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper17.jpg,paper,1,train
data/raw/dataset-resized/metal/metal222.jpg,metal,1,train
data/raw/dataset-resized/paper/paper228.jpg,paper,1,train
data/raw/dataset-resized/paper/paper299.jpg,paper,1,train
data/raw/dataset-resized/trash/trash93.jpg,trash,0,train
data/raw/dataset-resized/glass/glass412.jpg,glass,1,train
data/raw/dataset-resized/cardboard/cardboard298.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper112.jpg,paper,1,train
data/raw/dataset-resized/metal/metal340.jpg,metal,1,train
data/raw/dataset-resized/metal/metal291.jpg,metal,1,train
data/raw/dataset-resized/paper/paper538.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard383.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard315.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper314.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard191.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal232.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic74.jpg,plastic,1,train
data/raw/dataset-resized/plastic/plastic57.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal108.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic182.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper334.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic143.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper305.jpg,paper,1,train
data/raw/dataset-resized/metal/metal316.jpg,metal,1,train
data/raw/dataset-resized/metal/metal123.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard50.jpg,cardboard,1,train
data/raw/dataset-resized/metal/metal180.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic236.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard249.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic65.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper21.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic364.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper45.jpg,paper,1,train
data/raw/dataset-resized/paper/paper530.jpg,paper,1,train
data/raw/dataset-resized/paper/paper509.jpg,paper,1,train
data/raw/dataset-resized/metal/metal158.jpg,metal,1,train
data/raw/dataset-resized/metal/metal143.jpg,metal,1,train
data/raw/dataset-resized/cardboard/cardboard265.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper490.jpg,paper,1,train
data/raw/dataset-resized/cardboard/cardboard115.jpg,cardboard,1,train
data/raw/dataset-resized/cardboard/cardboard369.jpg,cardboard,1,train
data/raw/dataset-resized/plastic/plastic340.jpg,plastic,1,train
data/raw/dataset-resized/cardboard/cardboard393.jpg,cardboard,1,train
data/raw/dataset-resized/paper/paper381.jpg,paper,1,train
data/raw/dataset-resized/plastic/plastic281.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal94.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic30.jpg,plastic,1,train
data/raw/dataset-resized/metal/metal161.jpg,metal,1,train
data/raw/dataset-resized/plastic/plastic253.jpg,plastic,1,train
data/raw/dataset-resized/paper/paper535.jpg,paper,1,train
data/raw/dataset-resized/trash/trash20.jpg,trash,0,train
